timestamp_ms,pid,cpu_burst_ms,ground_truth
11050982.1,27254,4.0506,LC
11050984.83,27255,5.8108,LC
11050986.52,27257,37.1387,BG
11051046.68,27254,7.9754,LC
11051055.44,27256,7.1634,LC
11051070.41,27255,4.2564,LC
11051072.34,27257,35.5114,BG
11051120.05,27254,9.8773,LC
11051127.12,27256,13.9073,LC
11051128.53,27255,13.9268,LC
11051133.06,27254,4.8586,LC
11051141.52,27256,4.1601,LC
11051151.24,27257,28.0948,BG
11051175.76,27255,8.5256,LC
11051199.79,27254,10.8976,LC
11051213.25,27256,5.2035,LC
11051215.84,27255,5.3602,LC
11051230.13,27254,4.5076,LC
11051232.65,27256,4.2362,LC
11051234.0,27257,32.5179,BG
11051277.21,27254,7.8233,LC
11051277.33,27255,11.0159,LC
11051289.65,27254,8.4205,LC
11051289.98,27255,11.4436,LC
11051291.22,27256,11.7909,LC
11051292.83,27256,6.8767,LC
11051300.19,27254,4.0169,LC
11051313.16,27257,28.8453,BG
11051321.4,27255,4.2104,LC
11051348.2,27256,4.3936,LC
11051370.74,27254,4.35,LC
11051390.2,27257,26.8744,BG
11051390.27,27255,4.0213,LC
11051416.8,27256,7.0425,LC
11051423.12,27254,5.7814,LC
11051424.89,27255,5.5027,LC
11051446.54,27256,9.4495,LC
11051464.54,27254,4.2442,LC
11051466.2,27255,4.0298,LC
11051471.75,27257,30.6131,BG
11051477.25,27256,4.2709,LC
11051556.08,27257,34.0479,BG
11051560.5,27254,4.2985,LC
11051602.89,27255,9.4886,LC
11051621.43,27256,6.9809,LC
11051642.62,27254,4.5426,LC
11051643.58,27257,37.3119,BG
11051706.13,27255,8.5814,LC
11051708.82,27256,7.7502,LC
11051721.67,27254,6.1346,LC
11051733.93,27257,40.0659,BG
11051738.43,27255,4.2537,LC
11051739.83,27256,4.3319,LC
11051743.27,27254,4.679,LC
11051743.85,27255,4.1808,LC
11051748.36,27256,4.0658,LC
11051808.18,27254,4.2048,LC
11051813.1,27257,28.9021,BG
11051836.72,27255,4.2898,LC
11051876.03,27256,4.2375,LC
11051890.51,27257,27.004,BG
11051976.4,27254,5.2243,LC
11051981.4,27257,40.2705,BG
11051986.2,27255,4.5534,LC
11052000.79,27256,7.5452,LC
11052022.83,27254,9.6445,LC
11052025.81,27255,9.0311,LC
11052033.05,27254,5.9239,LC
11052033.72,27256,9.4158,LC
11052048.22,27255,4.4068,LC
11052055.47,27257,23.3154,BG
11052057.39,27254,4.372,LC
11052065.49,27256,3.9634,LC
11052077.26,27255,4.2105,LC
11052127.96,27254,4.1274,LC
11052134.34,27257,28.6517,BG
11052150.09,27256,4.068,LC
11052156.91,27255,4.103,LC
11052181.5,27254,5.4232,LC
11052200.2,27256,4.2216,LC
11052205.98,27255,4.4093,LC
11052210.11,27257,25.5915,BG
11052249.3,27254,5.0171,LC
11052258.85,27256,5.4405,LC
11052269.46,27255,8.4072,LC
11052269.54,27256,9.0338,LC
11052272.23,27254,5.3177,LC
11052291.85,27257,31.463,BG
11052306.28,27255,4.9075,LC
11052311.56,27256,5.6947,LC
11052328.87,27255,8.0256,LC
11052333.84,27254,9.1459,LC
