timestamp_ms,pid,cpu_burst_ms,ground_truth
3045949.89,14484,4.1757,LC
3046008.08,14483,4.3051,LC
3046013.55,14486,28.1851,BG
3046053.94,14485,6.5473,LC
3046082.25,14484,4.1163,LC
3046112.07,14483,4.4124,LC
3046131.2,14486,62.9381,BG
3046154.81,14485,4.1165,LC
3046184.43,14484,6.5931,LC
3046184.73,14483,4.8427,LC
3046226.95,14485,4.1547,LC
3046241.82,14484,4.2796,LC
3046249.52,14486,62.2137,BG
3046271.86,14483,4.4052,LC
3046332.35,14485,4.4588,LC
3046340.1,14484,3.9595,LC
3046351.31,14483,4.4606,LC
3046372.27,14486,62.0013,BG
3046391.84,14485,3.8942,LC
3046435.83,14484,6.1519,LC
3046445.64,14486,23.1896,BG
3046455.2,14483,4.0098,LC
3046468.22,14485,3.916,LC
3046477.11,14484,4.0277,LC
3046513.38,14483,4.0078,LC
3046523.05,14486,27.2827,BG
3046540.2,14485,3.8383,LC
3046596.88,14486,23.438,BG
3046670.39,14486,23.3475,BG
3046677.3,14484,3.9703,LC
3046717.29,14483,4.0303,LC
3046744.61,14486,24.1131,BG
3046790.94,14485,4.2072,LC
3046818.33,14486,23.5802,BG
3046833.21,14484,4.0342,LC
3046891.49,14486,23.043,BG
3046961.14,14483,3.9656,LC
3046971.96,14486,30.3575,BG
3046988.43,14485,4.092,LC
3046991.81,14484,3.9683,LC
3047054.64,14486,32.3259,BG
3047063.93,14483,9.3557,LC
3047191.34,14486,82.228,BG
3047283.85,14485,4.3868,LC
3047298.6,14486,56.2492,BG
3047326.17,14484,4.1372,LC
3047339.18,14483,3.9101,LC
3047373.8,14486,24.9405,BG
3047383.53,14485,4.154,LC
3047389.93,14484,4.1649,LC
3047421.27,14483,3.9757,LC
3047439.48,14485,4.11,LC
3047444.51,14484,3.9582,LC
3047457.08,14486,33.3792,BG
3047476.05,14483,4.185,LC
3047532.2,14486,23.91,BG
3047609.95,14486,26.7111,BG
3047664.42,14485,6.0844,LC
3047666.06,14484,4.0778,LC
3047690.08,14486,25.4571,BG
3047735.85,14483,3.9335,LC
3047740.45,14485,4.1966,LC
3047771.47,14486,31.3489,BG
3047849.13,14486,27.1695,BG
3047875.44,14484,4.1714,LC
3047880.93,14483,4.141,LC
3047928.31,14486,28.1417,BG
3048015.39,14485,4.1141,LC
3048015.65,14486,36.163,BG
3048182.09,14484,4.1951,LC
3048184.22,14486,118.5199,BG
3048211.43,14483,4.1772,LC
3048250.16,14485,4.2104,LC
3048290.69,14484,4.28,LC
3048300.57,14486,49.0736,BG
3048406.05,14486,51.2814,BG
3048406.51,14483,4.2269,LC
3048417.48,14485,4.1278,LC
3048468.73,14484,9.6936,LC
3048502.58,14483,4.2885,LC
3048514.14,14486,59.4881,BG
3048590.67,14485,4.6388,LC
3048627.41,14486,62.9671,BG
3048632.03,14484,4.1577,LC
3048674.68,14483,9.7117,LC
3048726.16,14486,47.3132,BG
3048754.74,14485,6.8148,LC
3048781.95,14484,11.2673,LC
3048828.92,14486,52.6326,BG
3048862.77,14483,6.0449,LC
3048908.68,14486,29.4687,BG
3048947.4,14485,4.4587,LC
3048955.03,14484,4.1145,LC
3048974.26,14483,4.0248,LC
3048984.76,14486,25.7232,BG
3049017.21,14485,3.8386,LC
3049044.28,14484,3.9343,LC
3049062.76,14486,27.8704,BG
3049117.24,14483,4.0407,LC
3049166.57,14485,4.6625,LC
3049190.17,14486,72.1662,BG
3049262.76,14484,4.2504,LC
3049267.48,14483,4.3838,LC
3049274.19,14486,33.9993,BG
3049315.16,14485,4.2875,LC
3049388.37,14484,6.0872,LC
3049397.76,14483,5.6764,LC
3049420.19,14486,94.9743,BG
3049465.62,14484,4.824,LC
3049468.18,14485,6.7506,LC
3049478.18,14483,4.7493,LC
3049481.27,14484,4.2272,LC
3049497.1,14485,3.8745,LC
3049523.77,14486,53.5272,BG
3049559.48,14483,7.4625,LC
3049573.15,14484,7.5272,LC
3049585.17,14483,11.1143,LC
3049585.34,14485,13.8923,LC
3049596.16,14484,4.4491,LC
3049613.56,14485,4.5447,LC
3049642.82,14486,61.6453,BG
3049649.2,14483,4.2844,LC
3049652.76,14484,4.2064,LC
3049673.34,14485,4.9895,LC
3049696.91,14483,4.2462,LC
3049711.47,14484,6.0273,LC
3049741.21,14486,47.0693,BG
3049761.28,14485,4.1223,LC
3049771.14,14483,4.1554,LC
3049778.39,14484,4.1439,LC
3049789.14,14485,5.1708,LC
3049796.89,14483,4.1949,LC
3049798.89,14484,4.6952,LC
3049802.23,14485,4.3415,LC
3049840.22,14486,42.9008,BG
3049857.52,14484,4.3454,LC
3049907.52,14483,4.1756,LC
3049915.34,14485,4.0811,LC
3049939.7,14484,4.2605,LC
3049941.18,14486,49.2677,BG
3049965.15,14485,5.9481,LC
3049965.96,14483,8.2849,LC
3049971.5,14485,4.2321,LC
3049971.95,14484,6.5045,LC
3049988.71,14483,5.9702,LC
3049991.26,14485,4.8545,LC
3050003.64,14484,4.0955,LC
3050021.15,14486,29.708,BG
3050064.44,14483,4.1463,LC
3050083.46,14485,4.0068,LC
3050091.65,14484,5.2157,LC
3050097.88,14483,4.3097,LC
3050108.92,14485,5.2268,LC
3050134.87,14484,4.1506,LC
3050140.67,14483,4.4157,LC
3050148.7,14486,77.253,BG
3050161.85,14485,4.299,LC
3050184.25,14484,3.9963,LC
3050208.37,14483,6.2781,LC
3050210.08,14485,7.3727,LC
3050214.67,14484,4.5068,LC
3050260.82,14486,61.9081,BG
3050278.99,14485,4.3222,LC
3050281.76,14484,4.6119,LC
3050281.82,14483,4.7689,LC
3050315.71,14485,7.6282,LC
3050351.61,14486,39.2746,BG
3050355.81,14484,4.2194,LC
3050362.78,14483,5.8509,LC
3050433.55,14485,4.9073,LC
3050447.1,14484,5.3496,LC
3050448.66,14483,5.1314,LC
3050455.01,14484,7.9154,LC
3050477.37,14485,4.0994,LC
3050491.24,14486,88.0355,BG
3050558.36,14483,4.0103,LC
3050569.55,14486,28.1976,BG
3050611.98,14484,4.8231,LC
3050654.23,14485,4.0719,LC
3050654.35,14486,29.3755,BG
3050703.74,14483,5.5693,LC
3050729.17,14486,24.5162,BG
3050764.98,14484,5.3346,LC
3050798.49,14485,4.6599,LC
3050808.73,14486,29.1523,BG
3050888.12,14486,28.9143,BG
3050918.54,14483,4.4604,LC
3050935.2,14484,4.1994,LC
3050969.63,14486,30.9226,BG
3050992.76,14485,4.1081,LC
3051044.81,14486,25.135,BG
3051071.71,14483,5.0219,LC
3051100.14,14484,4.4929,LC
3051132.69,14485,5.9285,LC
3051171.21,14486,74.073,BG
3051257.78,14483,6.3383,LC
3051300.31,14484,7.4923,LC
3051304.53,14486,83.6389,BG
3051327.1,14485,5.5916,LC
3051347.08,14483,6.7829,LC
3051409.06,14484,4.0975,LC
3051441.67,14485,4.1345,LC
3051459.53,14483,5.1507,LC
3051481.19,14486,122.6985,BG
3051531.26,14484,4.0784,LC
3051597.28,14486,61.3069,BG
3051704.66,14486,57.3612,BG
3051705.2,14485,4.3,LC
3051721.08,14483,4.126,LC
3051779.07,14486,22.7946,BG
3051862.21,14486,30.8674,BG
3051901.52,14484,3.9597,LC
3051943.62,14485,4.0198,LC
3051951.25,14483,6.1871,LC
3051968.48,14486,55.782,BG
3051975.14,14484,3.9118,LC
3052044.44,14486,25.9291,BG
3052050.5,14485,4.1912,LC
3052055.6,14483,4.3869,LC
3052071.11,14484,6.4893,LC
3052123.64,14486,28.941,BG
3052246.4,14486,70.7608,BG
3052338.64,14485,4.0777,LC
3052347.11,14486,49.013,BG
3052463.99,14486,66.499,BG
3052474.24,14483,3.9706,LC
3052489.22,14484,5.9436,LC
3052498.28,14485,4.0146,LC
3052543.54,14486,29.3039,BG
3052552.92,14483,6.0867,LC
3052586.65,14484,4.924,LC
3052626.05,14486,31.7868,BG
3052633.87,14485,4.0118,LC
3052710.54,14486,34.2328,BG
3052724.09,14483,4.4704,LC
3052746.93,14484,4.4531,LC
3052795.65,14486,34.8308,BG
3052820.82,14485,4.1056,LC
3052856.4,14483,4.9284,LC
3052882.95,14484,4.9959,LC
3052890.86,14486,44.9386,BG
3052926.4,14485,4.1438,LC
3052957.55,14483,4.0856,LC
3052978.09,14486,37.07,BG
3053056.78,14486,28.5165,BG
3053072.07,14484,4.5996,LC
3053119.54,14485,3.9877,LC
3053142.78,14486,35.909,BG
3053237.88,14486,44.894,BG
3053321.96,14486,32.5599,BG
3053428.59,14486,56.0031,BG
3053502.37,14486,23.6621,BG
3053566.22,14483,3.9769,LC
3053586.83,14486,33.5964,BG
3053626.83,14484,8.9315,LC
3053701.35,14486,64.3821,BG
3053772.65,14485,6.3068,LC
3053773.38,14483,4.8088,LC
3053793.9,14486,41.6388,BG
3053876.18,14484,4.2586,LC
3053881.33,14486,37.1069,BG
3053964.13,14486,31.4384,BG
3054048.77,14486,34.5527,BG
3054124.32,14485,4.0436,LC
3054141.16,14486,41.7681,BG
3054179.14,14483,7.2668,LC
3054203.17,14484,5.2673,LC
3054243.59,14485,4.1572,LC
3054282.11,14483,3.9229,LC
3054309.86,14486,105.007,BG
3054387.57,14484,5.1696,LC
3054417.74,14485,4.486,LC
3054419.98,14486,55.838,BG
3054425.6,14483,4.0246,LC
3054443.54,14484,4.3117,LC
3054487.18,14485,4.0987,LC
3054501.39,14486,31.5855,BG
3054584.22,14486,29.9972,BG
3054593.33,14483,4.0894,LC
3054662.91,14486,27.6648,BG
3054682.49,14484,5.9752,LC
3054701.09,14485,4.2181,LC
3054745.18,14483,5.2636,LC
3054755.47,14486,42.1781,BG
3054771.69,14484,4.1266,LC
3054833.69,14486,28.0267,BG
3054879.08,14485,4.739,LC
3054915.29,14486,29.754,BG
3054957.2,14483,4.2625,LC
3054964.61,14484,4.6842,LC
3055000.57,14486,33.1996,BG
3055065.69,14485,5.7678,LC
3055075.96,14483,4.1691,LC
3055084.13,14484,6.8642,LC
3055095.65,14486,44.3192,BG
3055119.95,14485,3.9864,LC
3055176.98,14486,30.5165,BG
3055180.33,14483,5.8571,LC
3055216.19,14484,6.0895,LC
3055257.36,14486,30.0026,BG
3055266.4,14485,4.3814,LC
3055281.0,14483,4.3609,LC
3055362.55,14486,52.8334,BG
3055418.6,14484,6.8334,LC
3055442.77,14486,30.339,BG
3055484.73,14485,4.1869,LC
3055499.1,14483,4.2484,LC
3055546.79,14484,6.3459,LC
3055571.38,14486,70.6561,BG
3055649.25,14486,26.223,BG
3055651.29,14485,4.0706,LC
3055676.12,14483,4.3801,LC
3055730.57,14486,28.8188,BG
3055740.61,14484,4.1437,LC
3055791.74,14485,4.6225,LC
3055805.28,14486,24.8205,BG
3055820.24,14483,4.3821,LC
3055839.26,14484,4.0901,LC
3055854.19,14485,4.3623,LC
3055861.06,14483,4.4441,LC
3055863.33,14484,4.0198,LC
3055873.77,14485,6.3382,LC
3055875.61,14483,4.5328,LC
3055886.15,14486,29.9131,BG
3055908.67,14484,4.1871,LC
3055919.71,14485,6.936,LC
3055936.92,14483,4.2898,LC
3055942.02,14484,6.2752,LC
3055969.45,14486,27.2071,BG
3055997.94,14485,10.2327,LC
3056000.63,14483,8.7294,LC
3056047.5,14484,4.0959,LC
3056051.09,14486,30.8693,BG
3056051.49,14485,7.4898,LC
3056075.44,14483,4.3606,LC
3056087.21,14484,4.1404,LC
3056124.33,14485,9.2224,LC
3056124.39,14484,5.7731,LC
3056124.45,14483,12.2329,LC
3056126.21,14486,24.9116,BG
3056136.13,14485,4.1521,LC
3056136.59,14483,4.551,LC
3056157.14,14484,6.1713,LC
3056159.44,14485,5.3943,LC
3056169.66,14483,8.1229,LC
3056173.91,14484,4.189,LC
3056185.43,14485,4.1012,LC
3056199.43,14483,5.0772,LC
3056207.81,14484,4.2069,LC
3056222.22,14486,39.3672,BG
3056242.8,14485,5.2691,LC
3056287.32,14483,6.2813,LC
3056294.07,14484,4.186,LC
3056306.06,14485,4.2951,LC
3056339.41,14483,4.9164,LC
3056339.47,14484,3.9434,LC
3056360.07,14485,6.3929,LC
3056370.68,14483,8.1915,LC
3056408.44,14486,135.1878,BG
3056425.65,14484,4.8134,LC
3056472.23,14485,6.0302,LC
3056487.07,14483,3.967,LC
3056497.13,14484,4.4096,LC
3056527.57,14486,67.3782,BG
3056530.21,14485,7.6968,LC
3056531.14,14483,4.9163,LC
3056536.83,14484,4.0954,LC
3056539.05,14485,3.9556,LC
3056579.17,14483,11.2587,LC
3056623.1,14484,3.9287,LC
3056623.15,14485,3.8413,LC
3056627.19,14483,3.8633,LC
3056635.67,14486,57.3808,BG
3056648.9,14484,4.167,LC
3056653.13,14485,4.2488,LC
3056669.68,14484,4.3885,LC
3056711.57,14483,4.033,LC
3056722.06,14485,6.067,LC
3056733.62,14484,4.4122,LC
3056750.1,14483,5.0372,LC
3056768.32,14485,4.0413,LC
3056776.56,14486,90.8076,BG
3056806.44,14484,4.2894,LC
3056841.28,14483,3.8734,LC
3056851.63,14485,9.1593,LC
3056860.4,14484,4.0336,LC
3056880.17,14486,53.224,BG
3056882.26,14483,6.7473,LC
3056898.85,14485,5.8641,LC
3056919.39,14484,4.0939,LC
3056927.14,14483,3.9455,LC
3056932.99,14485,6.413,LC
3056949.51,14483,4.9185,LC
3056966.78,14486,33.6265,BG
3056974.87,14484,4.0531,LC
3056990.84,14485,3.9814,LC
3056997.85,14483,6.9326,LC
3057007.07,14485,4.4024,LC
3057047.57,14486,30.4186,BG
3057062.27,14484,4.4037,LC
3057067.91,14483,4.1021,LC
3057070.79,14485,4.3276,LC
3057088.91,14483,4.2872,LC
3057094.89,14484,4.0834,LC
3057131.16,14485,3.8248,LC
3057132.9,14483,6.5457,LC
3057138.46,14486,40.2095,BG
3057162.92,14485,4.8875,LC
3057199.71,14484,6.8869,LC
3057237.63,14483,3.8836,LC
3057261.2,14485,5.5817,LC
3057285.78,14484,6.0963,LC
3057287.37,14483,4.7905,LC
3057292.55,14485,4.256,LC
3057300.97,14484,4.2702,LC
3057310.35,14486,106.4803,BG
3057331.71,14483,4.2763,LC
3057383.77,14485,4.9339,LC
3057407.85,14484,3.9856,LC
3057429.51,14483,4.7294,LC
3057443.92,14486,84.8572,BG
3057493.63,14485,5.994,LC
3057558.94,14486,64.7688,BG
3057645.17,14484,3.9933,LC
3057768.12,14483,6.6721,LC
3057782.99,14485,4.6237,LC
3057785.77,14486,176.3893,BG
3057791.68,14483,5.3119,LC
3057791.9,14484,5.0632,LC
3057798.19,14485,5.723,LC
3057799.11,14484,5.8014,LC
3057861.45,14483,3.9727,LC
3057866.95,14485,4.1298,LC
3057874.58,14486,38.3365,BG
3057958.95,14486,33.6501,BG
3058040.42,14486,31.3142,BG
3058042.18,14484,4.9526,LC
3058122.23,14486,30.8053,BG
3058165.67,14483,5.3408,LC
3058201.23,14486,26.9204,BG
3058267.09,14484,4.9138,LC
3058267.18,14485,6.932,LC
3058286.11,14483,4.8466,LC
3058292.72,14485,4.1488,LC
3058316.72,14486,65.3382,BG
